epoch,lr,loss,dice,val_loss,val_dice
72,0.001,5.331877006990154,0.6417915641928009,6.291424241330889,0.5050564418934567
73,0.001,5.316269456249912,0.636897730705303,6.2946666578451795,0.4925617956288174
74,0.001,5.303043832320992,0.6433838951630253,6.2440725598070355,0.507440790997121
75,0.001,5.234671330488309,0.6367894264281947,6.208318124214808,0.5134364097182517
76,0.001,5.2622072584018476,0.64243968771292,6.274286200602849,0.5165370208345413
77,0.001,5.267712402816226,0.6255305628546529,6.1932948595947686,0.5299097426883221
78,0.001,5.265365109937947,0.6518212998683625,6.25388800766733,0.5161199265994321
79,0.001,5.242188617950532,0.6543960090850719,6.16482933362325,0.523969896745463
80,0.001,5.226304740985719,0.6493382795721545,6.1667411592271595,0.5276347099000217
81,0.001,5.246392939875766,0.6396571496883011,6.206317136685054,0.5185150849462843
82,0.001,5.183101119973311,0.6524291806180497,6.230235301785999,0.5101095810979485
83,0.001,5.2079568141844215,0.658442981769376,6.203227308061388,0.5240191552866968
84,0.001,5.202642002301972,0.6447175602086276,6.236798170540068,0.5065600287774712
85,0.001,5.2318016285213025,0.6511490475218742,6.232562253872554,0.511644578137238
86,0.001,5.208186392377063,0.661547855502854,6.175973782936732,0.5168491100564888
87,0.001,5.192949549090572,0.6460647985658184,6.212784257200029,0.5212653191922756
88,0.001,5.177235126677083,0.6595096004581549,6.181788722674052,0.5237657639075023
89,0.001,5.1958475932478905,0.6571998349503415,6.159672405984667,0.5286094604068287
90,0.001,5.1856081532995875,0.6715277112045164,6.180844287077586,0.5267032937546232
91,0.001,5.204837782535611,0.6677135790537272,6.199598179923163,0.5172714359539125
92,0.001,5.201841140120495,0.6598371305296454,6.157889948950873,0.5251107730374351
93,0.001,5.154645266511092,0.6695892387942874,6.151319570011562,0.526002729669874
94,0.001,5.167683778739557,0.642259737189128,6.151494046052297,0.5254331835739418
95,0.001,5.186832645499125,0.6568502950748357,6.171202434433831,0.5179226594182781
96,0.001,5.180244218648934,0.6549973369856487,6.149791555272208,0.5227438709115483
97,0.001,5.163175557808178,0.6694111934856046,6.166455808613035,0.5238484949841472
98,0.001,5.157381178765762,0.6566862287137563,6.160374297036065,0.5250691349223313
99,0.001,5.149741665982619,0.6708963305907462,6.147629264328215,0.5301166538709381
